location_id,state,remoteness_area,sa4_name,lga_name,road_type
L921,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Arterial Road
L922,NSW,Outer Regional Australia,New England and North West,Narrabri,National or State Highway
L923,SA,Remote Australia,South Australia - South East,Southern Mallee,Local Road
L924,NSW,Inner Regional Australia,Murray,Greater Hume,Sub-arterial Road
L925,NSW,Outer Regional Australia,New England and North West,Gwydir,Local Road
L926,NSW,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Local Road
L927,NSW,Inner Regional Australia,New England and North West,Glen Innes Severn,Local Road
L928,NSW,Outer Regional Australia,Far West and Orana,Dubbo,Arterial Road
L929,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hornsby,Arterial Road
L930,TAS,Outer Regional Australia,West and North West,Kentish,Sub-arterial Road
L931,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder,Local Road
L932,SA,Major Cities of Australia,Adelaide - South,Marion,National or State Highway
L933,VIC,Major Cities of Australia,Melbourne - North West,Brimbank,National or State Highway
L934,QLD,Major Cities of Australia,Ipswich,Brisbane,Local Road
L935,VIC,Major Cities of Australia,Melbourne - Outer East,Maroondah,National or State Highway
L936,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,Collector Road
L937,SA,Inner Regional Australia,Adelaide - North,Adelaide Plains,National or State Highway
L938,SA,Outer Regional Australia,South Australia - Outback,Flinders Ranges,Arterial Road
L939,SA,Inner Regional Australia,Adelaide - North,Adelaide Plains,Collector Road
L940,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Light,Local Road
L941,VIC,Outer Regional Australia,Shepparton,Moira,National or State Highway
L942,VIC,Inner Regional Australia,Hume,Murrindindi,Access road
L943,VIC,Outer Regional Australia,North West,West Wimmera,National or State Highway
L944,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,Local Road
L945,SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Collector Road
L946,NSW,Outer Regional Australia,New England and North West,Tenterfield,Local Road
L947,VIC,Major Cities of Australia,Melbourne - Inner East,Whitehorse,National or State Highway
L948,VIC,Inner Regional Australia,Geelong,Greater Geelong,Sub-arterial Road
L949,QLD,Outer Regional Australia,Cairns,Mareeba,National or State Highway
L950,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),National or State Highway
L951,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Sub-arterial Road
L952,SA,Major Cities of Australia,Adelaide - Central and Hills,Campbelltown (SA),Local Road
L953,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,National or State Highway
L954,VIC,Inner Regional Australia,Bendigo,Loddon,Arterial Road
L955,NSW,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road
L956,NSW,Inner Regional Australia,Riverina,Wagga Wagga,Local Road
L957,VIC,Outer Regional Australia,North West,Northern Grampians,Collector Road
L958,TAS,Remote Australia,West and North West,West Coast,Arterial Road
L959,NSW,Inner Regional Australia,Riverina,Junee,Access road
L960,SA,Inner Regional Australia,South Australia - South East,Victor Harbor,National or State Highway
L961,SA,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Local Road
L962,SA,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Local Road
L963,NT,Remote Australia,Northern Territory - Outback,Coomalie ,National or State Highway
L964,SA,Inner Regional Australia,South Australia - South East,Victor Harbor,Collector Road
L965,VIC,Major Cities of Australia,Melbourne - Outer East,Manningham,Sub-arterial Road
L966,VIC,Outer Regional Australia,Warrnambool and South West,Corangamite,Arterial Road
L967,VIC,Outer Regional Australia,Warrnambool and South West,Southern Grampians,Sub-arterial Road
L968,NSW,Major Cities of Australia,Sydney - Ryde,Hunters Hill,Arterial Road
L969,VIC,Inner Regional Australia,Geelong,Golden Plains,Access road
L970,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Collector Road
L971,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway
L972,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Local Road
L973,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,National or State Highway
L974,VIC,Outer Regional Australia,Hume,Benalla,Sub-arterial Road
L975,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Local Road
L976,NSW,Inner Regional Australia,Murray,Greater Hume,Access road
L977,SA,Inner Regional Australia,Adelaide - North,Playford,Sub-arterial Road
L978,QLD,Outer Regional Australia,Central Queensland,Banana,Sub-arterial Road
L979,QLD,Outer Regional Australia,Cairns,Douglas,Collector Road
L980,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Mosman,Arterial Road
L981,QLD,Major Cities of Australia,Brisbane - East,Redland,Collector Road
L982,TAS,Outer Regional Australia,South East,Glamorgan-Spring Bay,National or State Highway
L983,NSW,Inner Regional Australia,Central West,Lithgow,Arterial Road
L984,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Arterial Road
L985,NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road
L986,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway
L987,NSW,Major Cities of Australia,Sydney - Inner West,Inner West,Arterial Road
L988,NSW,Major Cities of Australia,Illawarra,Wollongong,Local Road
L989,SA,Inner Regional Australia,South Australia - South East,Alexandrina,Sub-arterial Road
L990,TAS,Outer Regional Australia,South East,Southern Midlands,National or State Highway
L991,VIC,Outer Regional Australia,Hume,Towong,Collector Road
L992,SA,Major Cities of Australia,Adelaide - Central and Hills,Campbelltown (SA),Sub-arterial Road
L993,QLD,Outer Regional Australia,Cairns,Cassowary Coast,Local Road
L994,NSW,Outer Regional Australia,New England and North West,Tamworth,Local Road
L995,QLD,Major Cities of Australia,Brisbane - West,Brisbane,Local Road
L996,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,Sub-arterial Road
L997,NSW,Inner Regional Australia,Murray,Albury,Sub-arterial Road
L998,QLD,Outer Regional Australia,Logan - Beaudesert,Scenic Rim,National or State Highway
L999,NSW,Outer Regional Australia,New England and North West,Armidale,Arterial Road
L1000,SA,Major Cities of Australia,Adelaide - North,Playford,Collector Road
L1001,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Access road
L1002,VIC,Inner Regional Australia,Bendigo,Mount Alexander,Arterial Road
L1003,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,North Sydney,Local Road
L1004,NSW,Outer Regional Australia,New England and North West,Tamworth,National or State Highway
L1005,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Sub-arterial Road
L1006,QLD,Major Cities of Australia,Brisbane - East,Brisbane,Local Road
L1007,QLD,Inner Regional Australia,Darling Downs - Maranoa,Western Downs,National or State Highway
L1008,TAS,Outer Regional Australia,Launceston and North East,Break O'Day,Collector Road
L1009,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Woollahra,Local Road
L1010,SA,Major Cities of Australia,Adelaide - Central and Hills,Prospect,Arterial Road
L1011,NSW,Outer Regional Australia,Riverina,Carrathool,Sub-arterial Road
L1012,SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,National or State Highway
L1013,NSW,Outer Regional Australia,Central West,Bland,Sub-arterial Road
L1014,NT,Very Remote Australia,Northern Territory - Outback,MacDonnell,Arterial Road
L1015,QLD,Outer Regional Australia,Cairns,Tablelands,Local Road
L1016,VIC,Outer Regional Australia,North West,Gannawarra,Sub-arterial Road
L1017,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Sub-arterial Road
L1018,NSW,Major Cities of Australia,Sydney - Ryde,Parramatta,Pedestrian Thoroughfare
L1019,VIC,Inner Regional Australia,Hume,Wodonga,Sub-arterial Road
L1020,TAS,Outer Regional Australia,South East,Southern Midlands,Local Road
L1021,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Local Road
L1022,QLD,Inner Regional Australia,Ipswich,Lockyer Valley,Sub-arterial Road
L1023,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable,Local Road
L1024,NSW,Remote Australia,Murray,Balranald,Local Road
L1025,QLD,Outer Regional Australia,Cairns,Douglas,Sub-arterial Road
L1026,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Local Road
L1027,QLD,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Access road
L1028,SA,Inner Regional Australia,South Australia - South East,Murray Bridge,Arterial Road
L1029,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Sub-arterial Road
L1030,VIC,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Access road
L1031,QLD,Remote Australia,Queensland - Outback,Mareeba,Collector Road
L1032,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,Local Road
L1033,NSW,Outer Regional Australia,Riverina,Griffith,Arterial Road
L1034,VIC,Major Cities of Australia,Melbourne - Outer East,Manningham,Collector Road
L1035,TAS,Inner Regional Australia,Hobart,Brighton,National or State Highway
L1036,TAS,Inner Regional Australia,Launceston and North East,Northern Midlands,Sub-arterial Road
L1037,VIC,Remote Australia,North West,Mildura,Local Road
L1038,QLD,Remote Australia,Queensland - Outback,Cook,Local Road
L1039,NSW,Outer Regional Australia,Central West,Parkes,National or State Highway
L1040,TAS,Outer Regional Australia,Launceston and North East,Launceston,National or State Highway
L1041,QLD,Major Cities of Australia,Brisbane - East,Brisbane,Collector Road
L1042,QLD,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs,National or State Highway
L1043,VIC,Outer Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway
L1044,VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,Local Road
L1045,VIC,Major Cities of Australia,Melbourne - West,Hobsons Bay,Arterial Road
L1046,NSW,Outer Regional Australia,Central West,Weddin,National or State Highway
L1047,NSW,Outer Regional Australia,Mid North Coast,Nambucca Valley,Sub-arterial Road
L1048,VIC,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,National or State Highway
L1049,VIC,Inner Regional Australia,Ballarat,Ballarat,National or State Highway
L1050,VIC,Major Cities of Australia,Melbourne - North West,Merri-bek,Local Road
L1051,QLD,Very Remote Australia,Queensland - Outback,Northern Peninsula Area,Access road
L1052,NSW,Inner Regional Australia,Central West,Cowra,Sub-arterial Road
L1053,VIC,Major Cities of Australia,Melbourne - North East,Mitchell,Local Road
L1054,VIC,Inner Regional Australia,Warrnambool and South West,Corangamite,National or State Highway
L1055,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,National or State Highway
L1056,NSW,Inner Regional Australia,Sydney - Outer South West,Wingecarribee,Local Road
L1057,NSW,Outer Regional Australia,Richmond - Tweed,Kyogle,Arterial Road
L1058,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road
L1059,NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,National or State Highway
L1060,VIC,Outer Regional Australia,Warrnambool and South West,Corangamite,National or State Highway
L1061,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,Sub-arterial Road
L1062,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,National or State Highway
L1063,NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,Arterial Road
L1064,NSW,Outer Regional Australia,New England and North West,Tenterfield,Arterial Road
L1065,NT,Outer Regional Australia,Darwin,Unincorporated NT,Arterial Road
L1066,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Copper Coast,Sub-arterial Road
L1067,VIC,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,Sub-arterial Road
L1068,TAS,Inner Regional Australia,Hobart,Clarence,Sub-arterial Road
L1069,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Orroroo Carrieton,Arterial Road
L1070,NSW,Outer Regional Australia,Capital Region,Eurobodalla,Local Road
L1071,NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road
L1072,SA,Outer Regional Australia,South Australia - South East,Tatiara,Collector Road
L1073,NT,Very Remote Australia,Northern Territory - Outback,Barkly,Access road
L1074,VIC,Inner Regional Australia,Ballarat,Central Goldfields,Arterial Road
L1075,QLD,Remote Australia,Central Queensland,Central Highlands (Qld),National or State Highway
L1076,SA,Major Cities of Australia,Adelaide - North,Gawler,Sub-arterial Road
L1077,NSW,Outer Regional Australia,Murray,Federation,Arterial Road
L1078,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Busway
L1079,VIC,Major Cities of Australia,Melbourne - North West,Moonee Valley,Sub-arterial Road
L1080,NT,Remote Australia,Northern Territory - Outback,Unincorporated NT,Sub-arterial Road
L1081,NT,Remote Australia,Northern Territory - Outback,Alice Springs,National or State Highway
L1082,QLD,Inner Regional Australia,Central Queensland,Livingstone,Local Road
L1083,NSW,Very Remote Australia,Far West and Orana,Central Darling,Arterial Road
L1084,QLD,Remote Australia,Darling Downs - Maranoa,Balonne,National or State Highway
L1085,VIC,Inner Regional Australia,Melbourne - West,Moorabool,Sub-arterial Road
L1086,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Access road
L1087,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,Sub-arterial Road
L1088,SA,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker,Local Road
L1089,VIC,Inner Regional Australia,Hume,Murrindindi,Collector Road
L1090,VIC,Inner Regional Australia,Warrnambool and South West,Corangamite,Arterial Road
L1091,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,National or State Highway
L1092,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Collector Road
L1093,NSW,Inner Regional Australia,Murray,Greater Hume,National or State Highway
L1094,TAS,Inner Regional Australia,Hobart,Kingborough,Collector Road
L1095,NSW,Inner Regional Australia,Sydney - Sutherland,Sutherland,National or State Highway
L1096,NSW,Major Cities of Australia,Sydney - Inner West,Inner West,National or State Highway
L1097,QLD,Inner Regional Australia,Central Queensland,Rockhampton,Sub-arterial Road
L1098,TAS,Inner Regional Australia,Hobart,Clarence,Collector Road
L1099,QLD,Very Remote Australia,Darling Downs - Maranoa,Maranoa,Local Road
L1100,SA,Outer Regional Australia,South Australia - South East,Grant,Arterial Road
L1101,VIC,Major Cities of Australia,Melbourne - Inner,Merri-bek,Arterial Road
L1102,VIC,Major Cities of Australia,Melbourne - West,Hobsons Bay,National or State Highway
L1103,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,National or State Highway
L1104,VIC,Outer Regional Australia,Bendigo,Loddon,Arterial Road
L1105,NSW,Remote Australia,Far West and Orana,Walgett,Arterial Road
L1106,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,Arterial Road
L1107,NSW,Outer Regional Australia,Riverina,Coolamon,Arterial Road
L1108,VIC,Major Cities of Australia,Melbourne - South East,Cardinia,Local Road
L1109,TAS,Outer Regional Australia,Launceston and North East,West Tamar,Collector Road
L1110,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday,Local Road
L1111,QLD,Very Remote Australia,Queensland - Outback,Bulloo,Sub-arterial Road
L1112,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road
L1113,NSW,Outer Regional Australia,Murray,Greater Hume,Arterial Road
L1114,QLD,Remote Australia,Central Queensland,Central Highlands (Qld),Sub-arterial Road
L1115,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Access road
L1116,VIC,Inner Regional Australia,Warrnambool and South West,Corangamite,Local Road
L1117,NT,Very Remote Australia,Northern Territory - Outback,Central Desert,Access road
L1118,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,National or State Highway
L1119,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road
L1120,NT,Outer Regional Australia,Darwin,Litchfield,National or State Highway
L1121,SA,Very Remote Australia,South Australia - Outback,Unincorporated SA,Sub-arterial Road
L1122,NSW,Outer Regional Australia,New England and North West,Walcha,Local Road
